Player Name,Player ID,Team,Overall Grade,Solo Tackles,Assists,Forced Fumbles,Sacks,Interceptions,Offense Snaps Played,Penalties,Sacks Allowed,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Yards Per Reception,Carries,Rushing Yards,Rushing Touchdowns,Yards Per Attempt,Fumbles,Dropbacks,Attempts,Passing Yards,Passing Touchdowns,Punts,Punt Gross Avg.,Long,Pinned Inside the 20,Kickoffs,FG Attempted,FG Made,50+ FG Attempted,50+ FG Made,PAT Attempted,PAT Made
Ukeme Eligwe,11938,LV,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Armah,11948,,,,,,,,,,,2.0,2.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Colin Holba,11968,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deangelo Henderson,11958,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detron Smith,11678,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison Butker,11988,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,22.0,22.0,3.0,3.0,29.0,29.0
Kyle Fuller,11998,BLT,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bubby Brister,11698,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Kelly,12008,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed Smith,11718,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Mclaughlin,12018,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Quayvon Hicks,11738,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigel Harris,12038,TEN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan Cooper,12058,KC,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Rivers,11838,HST,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montae Nicholson,11878,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Rivers,12118,MIA,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Porter,12128,CLV,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashton Lampkin,12138,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon Mack,11898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Elliott,11908,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,23.0,21.0,7.0,6.0,35.0,34.0
Rashaad Coward,12168,HST,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Taylor,12198,GB,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarion Penton,12208,LA,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Dominguez,12218,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stevie Tuikolovatu,11978,TB,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Najee Harris,12248,LV,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Stewart,12048,LAC,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storm Norton,12188,ATL,65.0,,,,,,93.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Mabin,12068,CAR,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Jerome,12308,SEA,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Brown,12318,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo Alie Cox,12078,IND,58.5,,,,,,,,,10.0,6.0,102.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Bryce Jones,12328,HST,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cj Board,12088,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montay Crockett,12108,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Galambos,12348,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Pyke,12148,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Carrizosa,12498,CLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Johnson,12488,JAX,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik Austell,12178,HST,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Smith,12238,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Usher,12268,LV,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Ward,12258,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deangelo Brown,12288,TEN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominique Hatfield,12338,CAR,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonah Pirsig,12298,TEN,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy Howell,12888,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Simone,16848,SEA,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeek Bigger,18098,CAR,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Hardee,18348,NYJ,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alton Howard,19328,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Beebe,21528,HST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Mazza,22508,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jj Jones,23508,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell Bonds,23668,TEN,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Quessenberry,23918,HST,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Brett Taylor,24758,MIN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Knight,25018,BLT,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Vitas Hrynkiewicz,25158,LA,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Slayton,25578,NYG,65.6,,,,,,,,,50.0,32.0,434.0,1.0,13.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Lamical Perine,26408,KC,58.5,,,,,,,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
Freddie Swain,26448,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Wilkins,26618,CLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deion Harris,26748,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leshun Daniels,26758,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Hall,26928,NYJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Dishon,26938,CIN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Anderson,27308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Cothran,27368,MIN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Huff,27128,NYJ,76.8,8.0,4.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamal Custis,27418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justus Reed,27708,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Skowronek,27948,LA,57.0,,,,,,,,,10.0,6.0,44.0,1.0,7.3,2.0,9.0,0.0,4.5,,,,,,,,,,,,,,,,
Jake Hanson,28148,NYJ,58.8,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Throckmorton,28238,TEN,50.6,,,,,,508.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ikenna Nwokeji,28258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Givens,28308,SF,61.1,6.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napoleon Maxwell,28508,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Smith,28488,NYG,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kameron Cline,28668,BUF,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine Carter,28838,HST,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Miles,29038,NYG,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Darnold,29048,SF,60.2,,,,,0.0,,,,,,,,,,,0.0,,,3.0,3.0,7.0,0.0,,,,,,,,,,,
Ethan Greenidge,29118,ATL,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Harris,29188,KC,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanner Volson,29378,NYG,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Sanders,29578,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,15.0,12.0,4.0,2.0,49.0,48.0
Wesley French,29608,IND,48.3,,,,,,266.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Newsome,29648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devlin Hodges,29838,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wes Hills,30228,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Daka,30298,CHI,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Fort,30778,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dee Delaney,31078,TB,63.3,13.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Reth,30458,TB,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Obinna,31348,ATL,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timon Parris,31698,MIN,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Oplinger,31778,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devondre Seymour,32528,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdullah Anderson,32708,,60.0,4.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Hearn,33068,CAR,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Davion Davis,33158,HST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myron Cunningham,33168,CLV,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Blankenship,34038,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Colburn,34388,JAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Johnson,33698,IND,35.0,5.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie White,34698,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broc Rutter,34738,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akeem Davis Gaither,34788,CIN,53.7,6.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Reaves,35068,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Breeland,35748,BLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Johnson,35468,TEN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Griffith,35858,DEN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kameron Kelly,35978,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aj Cole,36038,LV,,,,,,,,,,,,,,,,,,,,,,,,46.0,51.04,70.0,24.0,0.0,,,,,,
Jamel Dean,34918,TB,64.9,38.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Bryant,36248,MIN,69.6,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Cooper,36508,HST,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Josiah Bronson,36668,MIA,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chidi Okeke,37228,TB,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
David Kenney,37438,TB,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinton Bell,37468,MIA,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Reeder,38268,LA,43.4,9.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landis Durham,35938,LA,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camryn Bynum,38408,MIN,85.0,75.0,19.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Drayden,38498,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folorunso Fatukasi,38558,JAX,64.2,17.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Kunaszyk,38548,CLV,33.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Seybert,38958,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Bailey,39138,BLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherman Badie,39248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Scarlett,39258,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Allegretti,39268,KC,80.4,,,,,,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Breon Borders,39398,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damari Scott,39588,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taj Mcgowan,39668,JAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Allen,39988,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Poljan,40148,BLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kj Costello,40268,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendric Pryor,40408,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Taylor,40448,GB,55.2,,,,,,,,,12.0,6.0,32.0,0.0,,16.0,71.0,0.0,4.4,0.0,,,,,,,,,,,,,,,
Tony Jones,40498,,60.1,,,,,,,,,9.0,7.0,37.0,0.0,,26.0,95.0,2.0,3.7,0.0,,,,,,,,,,,,,,,
Josh Imatorbhebhe,40548,JAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ljarius Sneed,40588,KC,59.2,45.0,7.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demetric Felton,40568,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Hermanns,40648,NYJ,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Shea Patterson,40688,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Green,40668,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Darby,40988,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Biadasz,41178,DAL,61.3,,,,,,693.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Rogers,41228,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Cochran,41198,CIN,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Javon Mckinley,41248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick Mauigoa,41388,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michal Menet,41448,ATL,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Kramer,41458,CHI,60.0,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Liam Ryan,41618,SEA,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Khalil Herbert,41668,CHI,77.6,,,,,,,,,19.0,14.0,103.0,1.0,,73.0,331.0,0.0,4.5,1.0,,,,,,,,,,,,,,,
Josh Sills,41748,IND,49.7,,,,,,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tyre Brady,41818,JAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquez Stevenson,41838,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Ismael,41878,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Parchment,41928,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trayvon Mullen,41968,BLT,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Fortner,42028,JAX,46.1,,,,,,827.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Trevon Wesco,42018,TEN,47.0,,,,,,,,,2.0,1.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Jack Stoll,42058,PHI,49.1,,,,,,,,,7.0,4.0,27.0,0.0,6.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Divine Deablo,42208,LV,58.0,48.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binjimen Victor,42198,BLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillon Mitchell,42338,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krys Barnes,42548,,75.0,22.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chauncey Golston,42718,DAL,61.8,8.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Morgan,42888,JAX,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamar Watson,42938,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Mayden,43058,BUF,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Fant,42388,SEA,65.6,,,,,,,,,28.0,22.0,304.0,0.0,13.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Tuf Borland,43158,MIN,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Wilcox,43308,LAC,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skyler Thomas,43418,LAC,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grayland Arnold,43528,HST,71.4,11.0,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylon Moore,43678,SF,73.3,,,,,,158.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dejon Harris,43858,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timmy Horne,43918,ATL,52.5,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jairon Mcvea,43938,LA,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Hall,43958,LV,80.0,13.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrod Hewitt,44138,SEA,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tj Brunson,44198,NYG,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Garcia,44498,DEN,44.4,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Coe,44558,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Rodgers,44518,ATL,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Newman,44948,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Walter,45038,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carter Coughlin,43498,NYG,59.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essang Bassey,45258,LAC,55.7,12.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emeke Egbule,45378,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Roemer,45388,LV,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Barrett Gouger,45558,LAC,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
John Keenoy,45568,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Calais,45828,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Victor,45898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Swanson,45948,HST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Anderson,45958,HST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarveon Williams,45938,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Lundblade,45578,SEA,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Kozan,46038,LA,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Wynn,46048,MIA,47.8,,,,,,392.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Kajohn Armstrong,46148,ATL,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Wilkinson,46238,,33.5,,,,,,319.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Martez Ivey,46178,CAR,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Trevon Tate,46258,CLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elgton Jenkins,46298,GB,66.2,,,,,,587.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Darius James,46268,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Lowery,46318,CHI,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Doxtater,46338,NO,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Jones,46378,DEN,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Stevens,46468,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Sturm,46488,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Huntley,46448,BLT,45.2,,,,,0.0,,,,,,,,,,,0.0,,,9.0,8.0,38.0,1.0,,,,,,,,,,,
Eric Dungey,46458,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Blough,46508,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker Mayfield,46518,TB,71.0,,,,,8.0,,,,,,,,,,,0.0,,,462.0,409.0,2792.0,18.0,,,,,,,,,,,
Lamont Gaillard,46618,MIA,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Applefield,46668,BLT,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Williams,46718,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Davis,46808,CHI,60.6,,,,,,363.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Gauthier,46788,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Brett Toth,46848,CAR,44.1,,,,,,74.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Lawrence,46878,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Ike Boettger,46918,IND,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Wyatt Miller,46948,CLV,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Barton,46978,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Risner,47008,MIN,53.0,,,,,,429.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Andre James,47058,LV,70.8,,,,,,732.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Searight,47168,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briley Moore,47188,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Vollert,47198,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
